osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: 43543
Countdown: 0
SampleSet: Normal
StackLeniency: 0.7
Mode: 1
LetterboxInBreaks: 0
WidescreenStoryboard: 0

[Editor]
Bookmarks: 66825,135049,197816,241480,285143,328807,369742
DistanceSpacing: 1
BeatDivisor: 16
GridSize: 32
TimelineZoom: 4.799998

[Metadata]
Title:Nhelv
TitleUnicode:Nhelv
Artist:Silentroom
ArtistUnicode:Silentroom
Creator:radar
Version:Genju & radar's Neurotmesis
Source:
Tags:genjuro neurofunk drum and bass & bms electronic instrumental bofu2017 - legenda est a myth - Rainbow Frontier memory waves dnb katastrophe full version
BeatmapID:2956690
BeatmapSetID:1437014

[Difficulty]
HPDrainRate:5
CircleSize:5
OverallDifficulty:7
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"tumblr_oxp7ewEHrU1ub8p4qo1_r1_1280.png",0,0
//Break Periods
2,1530,11045
2,154352,163868
2,176184,185700
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
1330,341.122292341805,4,1,0,75,1,0
1500,-133.333333333333,4,1,0,50,0,0
22564,-133.333333333333,4,1,0,63,0,0
22735,-129.729785829097,4,1,0,63,0,0
22905,-123.076923076923,4,1,0,63,0,0
22991,-120.000048000019,4,1,0,63,0,0
23076,-117.073125044634,4,1,0,63,0,0
23161,-114.285714285714,4,1,0,63,0,0
23332,-114.285714285714,4,1,0,75,0,0
33054,-80,4,1,0,75,0,0
33310,-84.2105263157895,4,1,0,75,0,0
33480,-87.2727526611644,4,1,0,75,0,0
33651,-90.5660103951667,4,1,0,75,0,0
33736,-92.3077207100679,4,1,0,75,0,0
33992,-100,4,1,0,88,0,0
39493,-80,4,1,0,100,0,0
42264,-66.6666666666667,4,1,0,100,0,0
43742,-68.5714442449015,4,1,0,100,0,0
43856,-70.588218685125,4,1,0,100,0,0
43970,-72.7272727272727,4,1,0,100,0,0
44083,-75.0000187500047,4,1,0,100,0,0
44140,-76.1904761904762,4,1,0,100,0,0
44197,-77.4193348595265,4,1,0,100,0,0
44254,-78.6885452297823,4,1,0,100,0,0
44311,-80,4,1,0,100,0,0
44993,-60.6060606060606,4,1,0,100,0,0
45164,-83.3333333333333,4,1,0,100,0,0
54545,-83.3333333333333,4,1,0,100,0,0
54758,-85.5614973262032,4,1,0,100,0,0
54886,-86.9565217391304,4,1,0,100,0,0
55056,-88.8888888888889,4,1,0,100,0,0
55184,-90.3954802259887,4,1,0,100,0,0
55312,-91.9540229885058,4,1,0,100,0,0
55440,-93.5672514619883,4,1,0,100,0,0
55568,-95.2380952380952,4,1,0,100,0,0
55739,-97.5609756097561,4,1,0,100,0,0
55909,-60.6060606060606,4,1,0,100,0,0
56080,-83.3333333333333,4,1,0,100,0,0
61708,-71.4285714285714,4,1,0,100,0,0
61765,-71.8551859324791,4,1,0,100,0,0
61822,-72.2868747998557,4,1,0,100,0,0
61879,-72.7238348732605,4,1,0,100,0,0
61964,-73.3892706354116,4,1,0,100,0,0
62049,-74.0669417019102,4,1,0,100,0,0
62135,-74.7573004241729,4,1,0,100,0,0
62220,-75.4605925920336,4,1,0,100,0,0
62305,-76.1773011448687,4,1,0,100,0,0
62390,-76.9076953840001,4,1,0,100,0,0
62447,-77.4024960756934,4,1,0,100,0,0
62504,-77.9037047885849,4,1,0,100,0,0
62561,-78.4113853331504,4,1,0,100,0,0
62732,-79.9750477850911,4,1,0,100,0,0
62817,-80.7805338300798,4,1,0,100,0,0
62987,-82.4411143730312,4,1,0,100,0,0
63073,-83.2973072479486,4,1,0,100,0,0
63243,-85.0641043090073,4,1,0,100,0,0
63328,-85.9758734503924,4,1,0,100,0,0
63414,-86.9074756941517,4,1,0,100,0,0
63584,-88.832509855967,4,1,0,100,0,0
63755,-90.844756304399,4,1,0,100,0,0
63840,-91.8854152118143,4,1,0,100,0,0
63925,-92.9502790367377,4,1,0,100,0,0
64011,-94.0400253155748,4,1,0,100,0,0
64096,-95.155717574024,4,1,0,100,0,0
64267,-97.4683568979331,4,1,0,100,0,0
64437,-100,4,1,0,100,0,0
64494,-99.2128452855048,4,1,0,100,0,0
