8.646395;1
8.795714;3
9.004785;2
9.18399;3
9.826122;2
10.25918;2
10.45331;3
10.64746;2
10.84159;3
11.11039;2
11.52853;2
11.72265;3
12.18558;2
12.37973;2
12.5888;2
12.76798;3
13.18612;2
13.61918;2
14.03732;3
14.50025;1
14.87358;0
15.29172;1
15.50079;0
15.69492;1
15.88905;0
16.62079;1
16.78506;0
16.99413;1
17.27785;1
17.56159;1
18.48746;2
18.592;3
18.71145;2
19.01011;2
19.35358;2
19.53279;2
20.35413;2
21.23519;2
22.0864;2
22.28052;3
22.45973;2
22.68372;3
22.92265;1
23.13172;0
23.34079;1
23.56479;0
23.77386;2
23.95306;3
24.192;2
24.38612;3
24.59519;1
24.81918;0
25.02825;1
25.23732;0
25.44639;2
25.62558;3
25.84959;2
26.05866;3
26.28265;2
26.47678;3
26.70079;2
26.89492;3
27.10399;2
27.52213;2
27.98506;2
28.38825;1
28.79145;1
29.00052;0
29.20959;1
29.41866;0
29.64265;1
29.86664;0
30.07571;1
30.29973;0
30.52372;1
30.73279;0
30.94186;1
31.13599;0
31.35998;1
31.56905;0
31.77812;1
31.98719;0
32.21118;1
32.39038;0
32.62932;1
33.03252;1
33.46558;1
33.92853;2
34.1376;3
34.34665;2
34.55571;3
34.76479;2
35.16798;2
35.60107;2
35.81011;3
36.01918;2
36.22825;3
36.43732;2
36.84052;2
37.28852;2
37.52746;1
37.70664;2
37.91571;1
38.12479;2
38.57279;2
38.76691;3
39.19998;2
39.42399;3
39.63306;2
39.84213;2
40.03626;3
40.26025;2
40.43946;3
40.66345;2
40.87252;3
41.09653;2
41.27571;3
41.49973;2
41.91785;2
42.39571;1
42.57492;2
42.79891;1
42.97812;2
43.21705;2
43.63519;2
43.84426;1
44.03839;2
44.35199;2
44.69547;2
44.90451;2
45.27785;3
45.51678;2
45.62132;3
45.72585;2
46.0544;2
46.3232;2
46.51732;3
46.93546;2
47.38345;2
47.83145;2
48.26451;1
48.6976;1
49.08585;1
49.29492;0
49.47413;1
49.6832;0
49.87732;1
50.07145;0
50.23571;1
50.42986;0
50.62399;1
50.81812;0
51.01225;1
51.22131;0
51.43039;1
51.62451;1
51.83358;2
52.0576;1
52.28159;2
52.47572;1
52.69973;2
52.9088;1
53.11785;2
53.35678;2
53.56585;3
53.78986;2
53.99891;3
54.20798;2
54.59626;2
55.04426;2
55.44746;1
55.85066;2
56.08959;3
56.31358;2
56.50773;3
56.74664;2
56.95572;3
57.17973;2
57.37386;3
57.58292;2
57.792;3
58.00106;2
58.19519;3
58.41918;2
58.61331;3
58.83733;2
59.04639;3
59.27039;2
59.46451;3
59.68853;2
59.86773;3
59.97224;2
60.04692;3
60.46506;2
60.95785;2
61.18186;3
61.40585;2
61.58506;3
61.80905;2
62.21225;2
62.66025;1
62.86932;2
63.07839;1
63.27252;2
63.52639;1
63.69066;1
63.89973;1
64.34773;2
64.76585;2
64.95998;2
65.16904;2
65.58719;3
66.02025;2
66.22932;2
66.46825;1
66.67732;2
66.90131;1
67.09547;1
67.30451;1
67.70773;2
68.15572;2
68.34986;3
68.55891;2
68.97705;2
69.3952;2
69.63412;2
69.85812;2
70.06718;2
70.29118;2
70.47038;1
70.67946;2
71.08266;1
71.48585;1
71.67998;0
71.91891;1
72.352;1
72.53118;2
72.78506;1
73.20319;2
73.42719;3
73.65118;2
74.03946;2
74.47252;2
74.89066;2
75.32372;2
75.69705;3
76.13011;2
76.35413;2
76.60798;2
76.81705;2
77.05598;1
77.25011;2
77.45918;1
77.83252;2
78.26558;2
78.47465;2
78.68372;2
79.05705;3
79.54987;2
79.77386;2
80.01279;2
80.20692;2
80.41599;2
80.61012;3
80.83413;2
81.23733;2
81.67039;2
81.86451;2
82.08852;2
82.49172;3
82.90987;2
83.13386;3
83.37279;2
83.56692;3
83.80585;2
84.01492;2
84.19413;2
84.62719;1
85.03039;1
85.23946;0
85.46345;1
85.89653;1
86.10558;2
86.34451;1
86.74773;1
86.97173;0
87.18079;1
87.58399;1
87.98719;1
88.40533;1
88.83839;1
89.30132;2
89.68959;1
89.89866;0
90.12265;1
90.33173;0
90.55572;2
91.01866;3
91.37705;2
91.60107;3
91.7952;2
92.03413;3
92.22826;2
92.66132;2
92.88533;1
93.28853;1
93.4976;0
93.70664;1
93.93066;0
94.13972;1
94.33385;0
94.52798;1
94.752;0
94.96107;1
95.17011;0
95.39413;1
95.6032;1
96.00639;2
96.42451;1
96.66344;2
96.88746;2
97.08159;3
97.32052;2
97.7088;2
97.93279;3
98.12691;2
98.45547;2
98.78399;2
99.65012;2
99.75465;1
99.90399;2
100.1728;2
100.4565;2
100.6507;2
101.0837;2
101.5317;3
101.9499;2
102.368;2
102.7712;3
103.2043;2
103.4133;3
103.6522;2
103.8464;3
104.0704;2
104.2795;1
104.5034;2
104.7125;1
104.9365;2
105.1456;1
105.3546;2
105.5488;1
105.7728;1
105.9819;0
106.176;1
106.4;0
106.5941;1
106.8032;0
107.0122;1
107.2064;0
107.4304;2
107.6245;3
107.8485;2
108.0576;3
108.2666;2
108.6997;2
109.1627;2
109.5658;3
109.984;2
110.1931;3
110.4021;2
110.6112;3
110.8352;2
111.0443;3
111.2533;2
111.4624;3
111.6714;2
111.8805;3
112.1045;2
112.2837;3
112.5077;1
112.7168;0
112.9109;1
113.12;0
113.329;1
113.5381;0
113.7771;1
113.9563;2
114.0757;1
114.1355;2
114.5984;2
115.0613;2
115.2853;3
115.5093;2
115.7034;3
115.9125;2
116.3157;2
116.7339;1
116.9578;2
117.1819;1
117.376;2
117.5851;1
117.7792;1
118.0032;1
118.4064;2
118.8096;3
119.0336;3
119.2576;2
119.6757;2
120.1237;1
120.3328;1
120.5419;1
120.7659;1
120.9749;2
121.1541;2
121.3632;2
121.7963;2
122.1995;2
122.4234;3
122.6475;2
123.0357;2
123.4837;2
123.7077;2
123.9317;2
124.1557;2
124.3797;1
124.544;1
124.7381;1
125.1712;2
125.6043;1
125.7984;0
126.0522;1
126.4853;1
126.6645;1
126.8736;1
127.3216;0
127.5307;1
127.7397;0
128.1579;2
128.5611;2
128.9941;2
129.3973;2
129.8155;3
130.2485;1
130.4576;0
130.6666;1
130.8757;0
131.1147;1
131.3237;1
131.5328;1
131.936;2
132.3541;2
132.5632;3
132.7872;2
133.2202;2
133.6533;2
133.8922;2
134.0864;2
134.2955;2
134.4896;2
134.6837;3
134.9077;2
135.3408;2
135.729;2
135.9978;1
136.2069;1
136.6101;1
137.0432;1
137.2522;1
137.4763;1
137.6853;1
137.8795;1
138.0736;0
138.2976;1
138.7157;1
139.1339;1
139.3578;2
139.5819;1
140;2
140.1941;1
140.4181;2
140.8213;2
141.0453;3
141.2693;2
141.6725;2
142.0757;2
142.4939;2
142.9568;2
