osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: 135317
Countdown: 0
SampleSet: Normal
StackLeniency: 0.7
Mode: 1
LetterboxInBreaks: 0
WidescreenStoryboard: 1

[Editor]
Bookmarks: 17774,35229,52680,70135,87589,105044,122498,139953,157407,174862
DistanceSpacing: 0.9
BeatDivisor: 4
GridSize: 32
TimelineZoom: 1.5

[Metadata]
Title:Dakiti
TitleUnicode:Dákiti
Artist:Bad Bunny x Jhay Cortez
ArtistUnicode:Bad Bunny x Jhay Cortez
Creator:Gamelan4
Version:Insano
Source:
Tags:español spanish latin pop latino El Último ultimo Tour del Mundo Reggaeton reguetón regueton slow sv slider velocity benito antonio martínez martinez ocasio fácil díficil
BeatmapID:2862503
BeatmapSetID:1385512

[Difficulty]
HPDrainRate:6
CircleSize:5
OverallDifficulty:5
ApproachRate:10
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"XDDD.jpg",0,-100
//Break Periods
2,67880,69685
2,105244,122048
2,135517,139502
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
317,545.454545454546,4,1,0,30,1,0
317,-125,4,1,0,30,0,0
67953,-333.333333333336,4,1,0,30,0,0
70135,-100,4,1,0,50,0,1
70407,-166.666666666667,4,1,0,50,0,1
72248,-100,4,1,0,50,0,1
72520,-166.666666666667,4,1,0,50,0,1
74430,-100,4,1,0,50,0,1
74702,-166.666666666667,4,1,0,50,0,1
76576,-100,4,1,0,50,0,1
76848,-166.666666666667,4,1,0,50,0,1
78785,-100,4,1,0,50,0,1
79057,-166.666666666667,4,1,0,50,0,1
80938,-100,4,1,0,50,0,1
81210,-166.666666666667,4,1,0,50,0,1
83141,-100,4,1,0,50,0,1
83413,-166.666666666667,4,1,0,50,0,1
85339,-100,4,1,0,50,0,1
85611,-166.666666666667,4,1,0,50,0,1
86498,-166.666666666667,4,1,0,50,0,0
87453,-125,4,1,0,50,0,0
105180,-200,4,1,0,50,0,0
122362,-166.666666666667,4,1,0,50,0,0
131089,-142.857142857143,4,1,0,50,0,0
135589,545.454545454546,8,1,0,50,1,0
135589,-285.714285714286,8,1,0,50,0,0
139952,545.454545454546,4,1,0,50,1,1
139952,-100,4,1,0,50,0,1
140225,-166.666666666667,4,1,0,50,0,1
140702,-169.491525423729,4,1,0,50,0,1
140975,-172.413793103449,4,1,0,50,0,1
141248,-175.438596491229,4,1,0,50,0,1
141520,-178.571428571429,4,1,0,50,0,1
141793,-181.818181818182,4,1,0,50,0,1
142066,-100,4,1,0,50,0,1
142407,-166.666666666667,4,1,0,50,0,1
142884,-169.491525423729,4,1,0,50,0,1
143157,-172.413793103449,4,1,0,50,0,1
143430,-175.438596491229,4,1,0,50,0,1
143702,-178.571428571429,4,1,0,50,0,1
143975,-181.818181818182,4,1,0,50,0,1
144248,-100,4,1,0,50,0,1
144520,-185.185185185185,4,1,0,50,0,1
144793,-188.679245283019,4,1,0,50,0,1
145041,-192.307692307692,4,1,0,50,0,1
145339,-196.078431372549,4,1,0,50,0,1
145611,-200,4,1,0,50,0,1
145884,-204.081632653062,4,1,0,50,0,1
146157,-208.333333333333,4,1,0,50,0,1
146429,-100,4,1,0,50,0,1
146839,-204.081632653062,4,1,0,50,0,1
147248,-200,4,1,0,50,0,1
147520,-196.078431372549,4,1,0,50,0,1
147793,-192.307692307692,4,1,0,50,0,1
147929,-188.679245283019,4,1,0,50,0,1
148066,-185.185185185185,4,1,0,50,0,1
148339,-181.818181818182,4,1,0,50,0,1
148611,-100,4,1,0,50,0,1
148952,-166.666666666667,4,1,0,50,0,1
149429,-169.491525423729,4,1,0,50,0,1
149702,-172.413793103449,4,1,0,50,0,1
149975,-175.438596491229,4,1,0,50,0,1
150111,-178.571428571429,4,1,0,50,0,1
150247,-181.818181818182,4,1,0,50,0,1
150520,-185.185185185185,4,1,0,50,0,1
150793,-100,4,1,0,50,0,1
151134,-166.666666666667,4,1,0,50,0,1
151611,-169.491525423729,4,1,0,50,0,1
151884,-172.413793103449,4,1,0,50,0,1
152157,-175.438596491229,4,1,0,50,0,1
152429,-178.571428571429,4,1,0,50,0,1
152702,-181.818181818182,4,1,0,50,0,1
152975,-100,4,1,0,50,0,1
153316,-166.666666666667,4,1,0,50,0,1
153793,-169.491525423729,4,1,0,50,0,1
154066,-172.413793103449,4,1,0,50,0,1
154339,-175.438596491229,4,1,0,50,0,1
154611,-178.571428571429,4,1,0,50,0,1
154884,-181.818181818182,4,1,0,50,0,1
155157,-100,4,1,0,50,0,1
155498,-166.666666666667,4,1,0,50,0,1
155702,-169.491525423729,4,1,0,50,0,1
155975,-172.413793103449,4,1,0,50,0,1
156248,-175.438596491229,4,1,0,50,0,1
156657,-178.571428571429,4,1,0,50,0,1
156793,-181.818181818182,4,1,0,50,0,1
157066,-185.185185185185,4,1,0,50,0,1
157406,-188.679245283019,4,1,0,50,0,0


[HitObjects]
388,189,17771,5,0,0:0:0:0:
268,143,19953,1,0,0:0:0:0:
326,202,22135,1,8,0:0:0:0:
376,213,24317,1,8,0:0:0:0:
370,194,26498,1,0,0:0:0:0:
370,193,28680,1,0,0:0:0:0:
370,193,30862,1,8,0:0:0:0:
386,184,33044,1,0,0:0:0:0:
397,161,35226,1,8,0:0:0:0:
343,116,35635,1,0,0:0:0:0:
322,154,35771,1,8,0:0:0:0:
349,201,36044,1,0,0:0:0:0:
410,166,36317,1,8,0:0:0:0:
292,136,36726,1,0,0:0:0:0:
238,111,36862,1,8,0:0:0:0:
269,137,37135,1,0,0:0:0:0:
249,132,37407,1,8,0:0:0:0:
261,127,37817,1,0,0:0:0:0:
364,146,37953,1,8,0:0:0:0:
327,132,38226,1,0,0:0:0:0:
358,149,38498,1,8,0:0:0:0:
362,140,39044,1,8,0:0:0:0:
392,96,39180,1,8,0:0:0:0:
